direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
SELL,720,725,1.1810630286600772,1.1814196428571428,0.9400000000000001,-33.5217345241734,19.740000000000002,-39.1617345241734,SL,MomentumStrategy,1,london
SELL,743,749,1.1812937494622389,1.181335,1.25,-5.156317220145201,26.25,-12.656317220145201,SL,MomentumStrategy,0,london
SELL,813,828,1.1806012485340815,1.1804485714285715,1.24,18.931961083244353,26.04,11.491961083244354,SL,MomentumStrategy,0,london
SELL,830,851,1.1803838394630923,1.179930357142857,1.24,56.23180770918257,26.04,48.79180770918257,SL,MomentumStrategy,0,london
SELL,875,899,1.1798481764392916,1.17978,1.25,8.522054911447308,26.25,1.0220549114473076,SL,MomentumStrategy,0,london
BUY,1030,1041,1.1805088349743713,1.1805157142857143,1.25,0.8599139178777637,26.25,-6.640086082122236,SL,MomentumStrategy,0,newyork
BUY,1061,1071,1.1808296089783852,1.1808307142857144,1.25,0.13816341615235928,26.25,-7.361836583847641,SL,MomentumStrategy,0,newyork
BUY,1086,1094,1.1816593469416317,1.1814232142857142,1.25,-29.516581989685875,26.25,-37.016581989685875,SL,MomentumStrategy,0,newyork
BUY,1103,1106,1.1812160960909843,1.1811099999999999,1.24,-13.15591528207083,26.04,-20.595915282070827,SL,MomentumStrategy,0,newyork
BUY,1107,1110,1.181346489860972,1.18047,1.24,-108.6847427605413,26.04,-116.1247427605413,SL,MomentumStrategy,0,newyork
SELL,1161,1170,1.1808940681012596,1.1809635714285716,1.23,-8.54890925936691,25.83,-15.928909259366911,SL,MomentumStrategy,0,newyork
SELL,1239,1242,1.1793897322355946,1.1796267857142857,0.92,-21.808920039578794,19.32,-27.328920039578794,SL,MomentumStrategy,1,newyork
SELL,1267,1289,1.1789136732015157,1.1790775,0.92,-15.07206546055162,19.32,-20.59206546055162,SL,MomentumStrategy,1,newyork
SELL,1303,1305,1.1787350581174656,1.1791053571428571,1.22,-45.17648109776795,25.62,-52.49648109776795,SL,MomentumStrategy,0,newyork
SELL,1307,1337,1.179082505778111,1.1775899999999997,1.21,180.59319915145755,25.409999999999997,173.33319915145756,TP,MomentumStrategy,0,newyork
SELL,1338,1342,1.1774977529259698,1.1779153571428571,0.93,-38.83719217051907,19.53,-44.417192170519066,SL,MomentumStrategy,1,newyork
SELL,1355,1368,1.177483977968898,1.1776789285714286,1.23,-23.97892411127844,25.83,-31.35892411127844,SL,MomentumStrategy,0,newyork
SELL,1385,1393,1.1776455367158063,1.1778375,1.23,-23.61148395583701,25.83,-30.99148395583701,SL,MomentumStrategy,0,newyork
SELL,2166,2171,1.179854528477166,1.1804375,1.22,-71.12252578575307,25.62,-78.44252578575308,SL,MomentumStrategy,0,london
SELL,2288,2293,1.1806546750620162,1.1806846428571427,1.21,-3.6261032103113156,25.409999999999997,-10.886103210311315,SL,MomentumStrategy,0,london
SELL,2316,2326,1.1800147090374085,1.1796775000000002,1.21,40.80229352640474,25.409999999999997,33.54229352640474,SL,MomentumStrategy,0,london
BUY,2477,2486,1.1807599069697494,1.1805917857142856,1.21,-20.342671911124377,25.409999999999997,-27.602671911124375,SL,MomentumStrategy,0,newyork
BUY,2488,2490,1.180752012525826,1.1803714285714286,1.21,-46.05065848207679,25.409999999999997,-53.31065848207679,SL,MomentumStrategy,0,newyork
SELL,2661,2664,1.1810072260250093,1.181564642857143,0.9,-50.16751489202554,18.9,-55.567514892025535,SL,MomentumStrategy,1,newyork
SELL,2665,2669,1.1815071393463896,1.1813660714285714,0.9,12.696112603638454,18.9,7.296112603638454,SL,MomentumStrategy,1,newyork
SELL,2781,2809,1.1822381702727442,1.1817525,1.2,58.280432729311826,25.2,51.08043272931182,SL,MomentumStrategy,0,newyork
SELL,3673,3676,1.170160362707831,1.1703392857142858,0.9,-16.103070580935075,18.9,-21.503070580935074,SL,MomentumStrategy,1,london
BUY,3906,3911,1.1721998358188417,1.1719732142857144,0.9,-20.395937981452228,18.9,-25.795937981452226,SL,MomentumStrategy,1,newyork
SELL,4133,4146,1.1675126252816825,1.1676242857142856,0.9,-10.049438934272015,18.9,-15.449438934272015,SL,MomentumStrategy,1,newyork
BUY,4194,4196,1.1697851863015685,1.1695128571428572,0.9,-24.50962428401038,18.9,-29.909624284010377,SL,MomentumStrategy,1,newyork
BUY,4198,4208,1.1699453564136637,1.1700139285714286,0.89,6.102922041076209,18.689999999999998,0.7629220410762088,SL,MomentumStrategy,1,newyork
SELL,5038,5063,1.1660585134106651,1.1645699999999997,0.89,132.4776935492269,18.689999999999998,127.1376935492269,TP,MomentumStrategy,1,london
BUY,5699,5703,1.1604518114045728,1.160142142857143,0.78,-24.154146699520762,16.380000000000003,-28.834146699520762,SL,MomentumStrategy,1,newyork
SELL,6560,6569,1.159806344211801,1.1602335714285714,0.9,-38.450449509341844,18.9,-43.85044950934184,SL,MomentumStrategy,1,london
SELL,6971,6992,1.1637660732811397,1.1635935714285714,0.9,15.525166731140683,18.9,10.125166731140682,SL,MomentumStrategy,1,newyork
BUY,7085,7091,1.1631726020315638,1.1626521428571428,0.9,-46.84132569789057,18.9,-52.24132569789057,SL,MomentumStrategy,1,newyork
SELL,7099,7107,1.1625335297667874,1.1630442857142858,0.9,-45.96803527485483,18.9,-51.368035274854826,SL,MomentumStrategy,1,newyork
SELL,7167,7172,1.162464074012382,1.162885714285714,1.19,-50.175192526524135,24.99,-57.315192526524136,SL,MomentumStrategy,0,newyork
SELL,8020,8023,1.1597519146549844,1.1601114285714287,0.89,-31.996738563541573,18.689999999999998,-37.33673856354157,SL,MomentumStrategy,1,london
SELL,8202,8207,1.160986132392737,1.1611357142857144,0.88,-13.16320658200354,18.48,-18.44320658200354,SL,MomentumStrategy,1,newyork
SELL,9467,9493,1.1595297714081891,1.1580400000000002,0.88,131.09988392062812,18.48,125.81988392062811,TP,MomentumStrategy,1,london
SELL,9671,9678,1.156302708780817,1.1565360714285715,0.89,-20.769275650143417,18.689999999999998,-26.109275650143417,SL,MomentumStrategy,1,newyork
SELL,9683,9691,1.1564936050862173,1.156220357142857,0.86,23.499323128981953,18.060000000000002,18.339323128981952,SL,MomentumStrategy,1,newyork
SELL,11141,11152,1.15641053060182,1.156389642857143,0.58,1.2114891912666792,12.18,-2.2685108087333203,SL,MomentumStrategy,1,newyork
SELL,11203,11206,1.1555310104011538,1.1558785714285715,0.89,-30.93293144017806,18.689999999999998,-36.272931440178056,SL,MomentumStrategy,1,newyork
SELL,11445,11462,1.1583533604556817,1.1584092857142858,0.89,-4.977348015764438,18.689999999999998,-10.317348015764438,SL,MomentumStrategy,1,newyork
SELL,11464,11469,1.1582899499285295,1.158345357142857,1.18,-6.538051290645885,24.78,-13.618051290645885,SL,MomentumStrategy,0,newyork
SELL,11471,11480,1.1582411013198446,1.1584446428571429,1.18,-24.017901401198305,24.78,-31.097901401198307,SL,MomentumStrategy,0,newyork
BUY,12234,12239,1.1628867842222133,1.1628035714285714,1.18,-9.819109649741087,24.78,-16.899109649741085,SL,MomentumStrategy,0,london
BUY,12245,12252,1.1629232416089486,1.1632935714285715,1.18,43.698918715505464,24.78,36.618918715505465,SL,MomentumStrategy,0,london
SELL,12298,12303,1.1641164909516442,1.1647003571428571,0.88,-51.380224826742094,18.48,-56.660224826742095,SL,MomentumStrategy,1,london
SELL,12713,12722,1.1637145246484613,1.164023214285714,0.88,-27.164688078249455,18.48,-32.444688078249456,SL,MomentumStrategy,1,newyork
BUY,12760,12767,1.1646283488911024,1.1642210714285715,0.88,-35.84041670272775,18.48,-41.12041670272775,SL,MomentumStrategy,1,newyork
BUY,12818,12824,1.1641718327293857,1.1640435714285713,0.87,-11.158733170856916,18.27,-16.378733170856915,SL,MomentumStrategy,1,newyork
SELL,12847,12863,1.1652525982307376,1.1645692857142858,0.87,59.448188931308096,18.27,54.2281889313081,SL,MomentumStrategy,1,newyork
BUY,13675,13682,1.1637054565502833,1.1633860714285715,1.17,-37.36805924028208,24.569999999999997,-44.388059240282075,SL,MomentumStrategy,0,london
BUY,13693,13697,1.1638735569324101,1.1635742857142857,1.16,-34.71546130243652,24.36,-41.675461302436524,SL,MomentumStrategy,0,london
BUY,13698,13713,1.1636314563398977,1.1631939285714286,1.16,-50.753221142423754,24.36,-57.713221142423755,SL,MomentumStrategy,0,london
SELL,13803,13828,1.161336829875312,1.1608139285714287,0.86,44.96951213395661,18.060000000000002,39.809512133956616,SL,MomentumStrategy,1,london
SELL,14039,14041,1.1600260272279121,1.160332142857143,0.87,-26.632059743077363,18.27,-31.852059743077362,SL,MomentumStrategy,1,newyork
BUY,14326,14330,1.1576144761675318,1.157245,1.1500000000000001,-42.489759266144404,24.150000000000006,-49.3897592661444,SL,MomentumStrategy,0,newyork
BUY,14331,14333,1.1573269999879927,1.1570142857142856,1.1500000000000001,-35.962141476323374,24.150000000000006,-42.86214147632337,SL,MomentumStrategy,0,newyork
BUY,15160,15172,1.1548728474871888,1.1550417857142858,1.1400000000000001,19.258957889066068,23.94,12.418957889066068,SL,MomentumStrategy,0,london
BUY,15251,15257,1.1547292307125496,1.1547225,0.86,-0.5788412792595565,18.060000000000002,-5.738841279259557,SL,MomentumStrategy,1,london
BUY,15260,15264,1.1549771425960096,1.154402857142857,1.1400000000000001,-65.46854165938765,23.94,-72.30854165938766,SL,MomentumStrategy,0,london
