direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
SELL,435,461,1.1717330286600771,1.1702400000000002,0.9400000000000001,140.34469404723282,19.740000000000002,134.7046940472328,TP,MomentumStrategy,1,london
SELL,475,481,1.1709237494622389,1.1716253571428572,0.64,-44.90289155957327,13.44,-48.742891559573266,SL,MomentumStrategy,1,london
SELL,825,829,1.1714612485340816,1.1719342857142858,0.76,-35.95082569551877,15.96,-40.510825695518776,SL,MomentumStrategy,1,newyork
SELL,939,947,1.1680638394630924,1.1680217857142856,0.88,3.7007298950015866,18.48,-1.5792701049984137,SL,MomentumStrategy,1,newyork
SELL,955,965,1.1684481764392918,1.1690025000000002,0.62,-34.36806076392029,13.02,-38.08806076392029,SL,MomentumStrategy,1,newyork
SELL,1084,1091,1.1691211650256288,1.1695314285714284,1.25,-51.28294322495619,26.25,-58.78294322495619,SL,MomentumStrategy,0,newyork
SELL,1936,1940,1.1623203910216147,1.1628432142857144,0.65,-33.98351216647999,13.65,-37.88351216647999,SL,MomentumStrategy,1,london
SELL,2223,2231,1.1596006530583685,1.1595035714285715,0.77,7.475285494364048,16.17,2.8552854943640478,SL,MomentumStrategy,1,newyork
SELL,2324,2329,1.1564239039090156,1.1574303571428572,0.48,-48.30975522439829,10.079999999999998,-51.18975522439829,SL,MomentumStrategy,1,newyork
BUY,2386,2392,1.158256489860972,1.1583753571428572,0.7000000000000001,8.32070973196819,14.700000000000003,4.12070973196819,SL,MomentumStrategy,1,newyork
BUY,2529,2536,1.1616359318987404,1.1613514285714286,0.92,-26.174306112683787,19.32,-31.694306112683787,SL,MomentumStrategy,1,newyork
BUY,3307,3311,1.1620102677644053,1.1613914285714286,0.92,-56.933205753853855,19.32,-62.45320575385386,SL,MomentumStrategy,1,london
SELL,3383,3385,1.1603836732015158,1.1611814285714284,0.59,-47.06756682484081,12.39,-50.60756682484081,SL,MomentumStrategy,1,london
BUY,3426,3438,1.1609149418825344,1.1626100000000001,0.8200000000000001,138.99476563218997,17.22,134.07476563218998,TP,MomentumStrategy,1,london
SELL,3601,3609,1.1636525057781109,1.1630075000000002,1.23,79.3357107076116,25.83,71.9557107076116,SL,MomentumStrategy,0,newyork
BUY,3667,3673,1.1633322470740302,1.1627014285714286,0.5700000000000001,-35.956654648291455,11.97,-39.376654648291456,SL,MomentumStrategy,1,newyork
SELL,3691,3697,1.163933977968898,1.1637489285714286,0.71,13.138507220322282,14.909999999999998,8.878507220322282,SL,MomentumStrategy,1,newyork
SELL,3751,3756,1.1631555367158062,1.1636639285714288,0.75,-38.12938917169273,15.75,-42.62938917169273,SL,MomentumStrategy,1,newyork
BUY,3777,3785,1.163415471522834,1.1635507142857142,0.92,12.442334184981974,19.32,6.922334184981973,SL,MomentumStrategy,1,newyork
BUY,3848,3856,1.163685324937984,1.1639239285714285,1.23,29.348246913676324,25.83,21.968246913676325,SL,MomentumStrategy,0,newyork
SELL,3899,3910,1.1632547090374084,1.1633414285714287,1.24,-10.753222218529146,26.04,-18.193222218529144,SL,MomentumStrategy,0,newyork
