passed,rules,total_trades,win_count,loss_count,win_rate,net_profit,gross_profit,gross_loss,avg_win,avg_loss,profit_factor,expectancy,max_drawdown,sharpe,sortino
False,"{'min_trades': False, 'win_rate': False, 'profit_factor': False, 'max_drawdown': True}",16,4,12,0.25,-72.02597951295564,278.84915824922757,350.8751377621833,69.71228956230689,29.23959481351527,0.7947247560134238,-4.501623719559731,0.022493334462905707,-1.3096773642594366,-5.781459000409975
