direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
BUY,1563,1573,1.1785769713399228,1.1783260714285713,0.9400000000000001,-23.584591667042965,19.740000000000002,-29.224591667042965,SL,MomentumStrategy,1,newyork
BUY,2483,2513,1.1794462505377612,1.18023,0.93,72.88869998819837,19.53,67.30869998819837,EOD,MomentumStrategy,1,london
BUY,2948,2954,1.1821487514659184,1.1819517857142856,1.25,-24.62071895409368,26.25,-32.120718954093675,SL,MomentumStrategy,0,newyork
SELL,4292,4305,1.1675438394630924,1.1676242857142856,0.9400000000000001,-7.5619476121597815,19.740000000000002,-13.201947612159781,SL,MomentumStrategy,1,newyork
BUY,5858,5862,1.1604618235607083,1.160142142857143,0.9400000000000001,-30.049986135133548,19.740000000000002,-35.68998613513355,SL,MomentumStrategy,1,newyork
SELL,6690,6693,1.1611011650256289,1.1608767857142857,0.93,20.867275954919997,19.53,15.287275954919997,SL,MomentumStrategy,1,london
SELL,7130,7151,1.1637403910216149,1.1635935714285714,0.93,13.654222153037354,19.53,8.074222153037354,SL,MomentumStrategy,1,newyork
BUY,7243,7250,1.1632793469416316,1.162772857142857,0.9400000000000001,-47.610041084807264,19.740000000000002,-53.250041084807265,SL,MomentumStrategy,1,newyork
SELL,8167,8174,1.1595639039090155,1.1598246428571428,0.93,-24.24872217583718,19.53,-29.82872217583718,SL,MomentumStrategy,1,london
SELL,8179,8182,1.159793510139028,1.1601114285714287,0.93,-29.566414213265002,19.53,-35.146414213265004,SL,MomentumStrategy,1,london
SELL,9830,9837,1.1562940681012597,1.1565360714285715,0.92,-22.264306112688814,19.32,-27.784306112688814,SL,MomentumStrategy,1,newyork
SELL,13962,13987,1.1613197322355948,1.1608139285714287,0.92,46.53393710327958,19.32,41.013937103279574,SL,MomentumStrategy,1,london
BUY,15613,15617,1.1553463267984843,1.1545667857142858,0.93,-72.49732083045313,19.53,-78.07732083045313,SL,MomentumStrategy,1,newyork
BUY,15956,15964,1.1523049418825344,1.1520350000000001,0.92,-24.834653193152256,19.32,-30.354653193152256,SL,MomentumStrategy,1,newyork
SELL,17177,17188,1.147332505778111,1.1474410714285712,0.92,-9.988039842342644,19.32,-15.508039842342644,SL,MomentumStrategy,1,newyork
