direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
BUY,779,786,1.180426971339923,1.1803289285714285,1.25,-12.255346061806893,26.25,-19.755346061806893,SL,MomentumStrategy,0,london
BUY,835,847,1.1797762505377611,1.1796875,1.25,-11.093817220142466,26.25,-18.593817220142466,SL,MomentumStrategy,0,london
SELL,988,995,1.1804312485340815,1.180472857142857,1.25,-5.201076096944535,26.25,-12.701076096944535,SL,MomentumStrategy,0,newyork
BUY,1063,1065,1.1811961605369075,1.1811099999999999,1.24,-10.683906576539393,26.04,-18.12390657653939,SL,MomentumStrategy,0,newyork
SELL,1066,1073,1.1811581764392918,1.1806357142857142,1.24,64.78530704361506,26.04,57.345307043615065,SL,MomentumStrategy,0,newyork
BUY,1237,1241,1.1794888349743713,1.1790596428571427,1.25,-53.649014653572856,26.25,-61.149014653572856,SL,MomentumStrategy,0,newyork
BUY,1243,1250,1.1791796089783853,1.1787932142857143,1.24,-47.91294189120254,26.04,-55.35294189120254,SL,MomentumStrategy,0,newyork
BUY,1255,1269,1.1789593469416315,1.1789935714285715,1.23,4.209611893621901,25.83,-3.170388106378099,SL,MomentumStrategy,0,newyork
BUY,1285,1292,1.1785060960909843,1.177908214285714,0.93,-55.6030078901395,19.53,-61.1830078901395,SL,MomentumStrategy,1,newyork
BUY,1295,1302,1.177876489860972,1.177787857142857,0.92,-8.154210066568801,19.32,-13.6742100665688,SL,MomentumStrategy,1,newyork
SELL,1363,1368,1.1783840681012596,1.1787003571428571,0.86,-27.20085757738744,18.060000000000002,-32.360857577387435,SL,MomentumStrategy,1,newyork
BUY,2213,2223,1.1811302677644053,1.1809278571428572,1.22,-24.694095828872165,25.62,-32.014095828872165,SL,MomentumStrategy,0,london
BUY,2275,2278,1.1802063267984844,1.1802439285714283,0.91,3.421761337902618,19.11,-2.038238662097382,SL,MomentumStrategy,1,london
BUY,2282,2312,1.1797549418825344,1.18019,0.91,39.59028868937797,19.11,34.13028868937797,EOD,MomentumStrategy,1,london
BUY,2436,2445,1.180757494221889,1.1805917857142856,1.22,-20.2164379276204,25.62,-27.5364379276204,SL,MomentumStrategy,0,newyork
BUY,2447,2449,1.1807622470740302,1.1803714285714286,1.22,-47.67985731739355,25.62,-54.99985731739355,SL,MomentumStrategy,0,newyork
SELL,2620,2623,1.1810039779688979,1.181564642857143,0.91,-51.020504830296964,19.11,-56.480504830296965,SL,MomentumStrategy,1,newyork
SELL,2624,2628,1.1815255367158062,1.1813660714285714,0.9,14.351875851128515,18.9,8.951875851128515,SL,MomentumStrategy,1,newyork
BUY,2752,2755,1.182155471522834,1.1818217857142859,0.9,-30.031722769328084,18.9,-35.43172276932808,SL,MomentumStrategy,1,newyork
BUY,2789,2793,1.1816753249379839,1.1813260714285714,1.2,-41.91042112950072,25.2,-49.11042112950072,SL,MomentumStrategy,0,newyork
BUY,3632,3640,1.1703552909625916,1.1700042857142858,0.9,-31.590472347520215,18.9,-36.99047234752022,SL,MomentumStrategy,1,london
BUY,3856,3859,1.1726499069697494,1.1722860714285712,0.89,-32.381363164854186,18.689999999999998,-37.72136316485418,SL,MomentumStrategy,1,newyork
BUY,3864,3870,1.1719620125258259,1.1719732142857144,0.89,0.9969566300815913,18.689999999999998,-4.343043369918409,SL,MomentumStrategy,1,newyork
SELL,4152,4162,1.1693972260250094,1.169937142857143,0.89,-48.052598059891594,18.689999999999998,-53.3925980598916,SL,MomentumStrategy,1,newyork
SELL,4165,4182,1.1700971393463897,1.1698992857142858,0.88,17.411119625142746,18.48,12.131119625142745,SL,MomentumStrategy,1,newyork
BUY,4239,4253,1.1689118297272556,1.1692332142857143,0.88,28.281841144361053,18.48,23.00184114436105,SL,MomentumStrategy,1,newyork
SELL,4997,5022,1.166090362707831,1.1645699999999997,0.89,135.3122809969849,18.689999999999998,129.9722809969849,TP,MomentumStrategy,1,london
BUY,5658,5662,1.1604298358188416,1.160142142857143,0.77,-22.15235805079341,16.17,-26.77235805079341,SL,MomentumStrategy,1,newyork
BUY,6519,6535,1.1600473747183173,1.1600792857142856,0.9,2.871989637149852,18.9,-2.5280103628501482,SL,MomentumStrategy,1,london
SELL,6930,6951,1.1637548136984317,1.1635935714285714,0.9,14.511804287422603,18.9,9.111804287422602,SL,MomentumStrategy,1,newyork
SELL,7003,7022,1.1639546435863362,1.1638632142857144,0.9,8.22863705596033,18.9,2.82863705596033,SL,MomentumStrategy,1,newyork
BUY,7043,7050,1.1633114865893348,1.162772857142857,0.9,-48.47665018299807,18.9,-53.87665018299807,SL,MomentumStrategy,1,newyork
BUY,7051,7076,1.1628018114045728,1.163229642857143,0.89,38.07699927873731,18.689999999999998,32.736999278737315,SL,MomentumStrategy,1,newyork
SELL,7092,7103,1.1626463442118011,1.1626210714285714,1.19,3.0074612043371474,24.99,-4.132538795662852,SL,MomentumStrategy,0,newyork
BUY,7123,7135,1.1626039267188604,1.1626653571428573,1.19,7.310220455640337,24.99,0.1702204556403375,SL,MomentumStrategy,0,newyork
BUY,7974,7976,1.1597626020315637,1.1596332142857142,0.89,-11.515509380603195,18.689999999999998,-16.855509380603195,SL,MomentumStrategy,1,london
SELL,7979,7982,1.1597535297667874,1.1601114285714287,0.89,-31.852993613077587,18.689999999999998,-37.19299361307759,SL,MomentumStrategy,1,london
SELL,8161,8166,1.1609840740123818,1.1611357142857144,0.89,-13.495984326600263,18.689999999999998,-18.83598432660026,SL,MomentumStrategy,1,newyork
SELL,9630,9637,1.1562619146549844,1.1565360714285715,0.89,-24.39995284925267,18.689999999999998,-29.73995284925267,SL,MomentumStrategy,1,newyork
SELL,9642,9650,1.156476132392737,1.156220357142857,0.85,21.740896239796914,17.85,16.640896239796916,SL,MomentumStrategy,1,newyork
BUY,11154,11163,1.1552102285918109,1.155290357142857,0.89,7.131441043103814,18.689999999999998,1.7914410431038146,SL,MomentumStrategy,1,newyork
SELL,11404,11421,1.158362708780817,1.1584092857142858,0.89,-4.145347078720274,18.689999999999998,-9.485347078720274,SL,MomentumStrategy,1,newyork
BUY,12192,12198,1.1629263949137827,1.1628035714285714,1.18,-14.493171254934545,24.78,-21.573171254934543,SL,MomentumStrategy,0,london
SELL,12206,12209,1.1628705306018199,1.1634064285714285,1.18,-63.235960413817516,24.78,-70.31596041381752,SL,MomentumStrategy,0,london
SELL,12211,12216,1.1634510104011537,1.1636164285714286,0.88,-14.556798984184383,18.48,-19.836798984184384,SL,MomentumStrategy,1,london
SELL,12672,12681,1.1637133604556817,1.164023214285714,0.87,-26.957283212814207,18.27,-32.17728321281421,SL,MomentumStrategy,1,newyork
BUY,12719,12726,1.1646200500714705,1.1642210714285715,0.87,-34.71114193221836,18.27,-39.93114193221836,SL,MomentumStrategy,1,newyork
BUY,12777,12783,1.1641388986801555,1.1640435714285713,0.87,-8.29347088782817,18.27,-13.51347088782817,SL,MomentumStrategy,1,newyork
SELL,12804,12822,1.1649232157777867,1.1645692857142858,0.87,30.791915524580826,18.27,25.571915524580827,SL,MomentumStrategy,1,newyork
SELL,13615,13618,1.1632567583910514,1.1635989285714285,1.16,-39.69174092375383,24.36,-46.65174092375383,SL,MomentumStrategy,0,london
SELL,13620,13624,1.1634864909516442,1.1637732142857142,1.1500000000000001,-32.97318341804801,24.150000000000006,-39.87318341804801,SL,MomentumStrategy,0,london
SELL,13649,13661,1.1636645246484614,1.1632892857142856,1.1500000000000001,43.15247743021611,24.150000000000006,36.25247743021611,SL,MomentumStrategy,0,london
BUY,13663,13672,1.1633983488911026,1.1631939285714286,1.1500000000000001,-23.508336762515516,24.150000000000006,-30.408336762515518,SL,MomentumStrategy,0,london
SELL,13763,13787,1.1613181672706143,1.1608139285714287,0.86,43.36452812996061,18.060000000000002,38.20452812996061,SL,MomentumStrategy,1,london
SELL,13998,14000,1.1600125982307377,1.160332142857143,0.87,-27.800382497258134,18.27,-33.02038249725813,SL,MomentumStrategy,1,newyork
BUY,14261,14273,1.1569854565502833,1.156990357142857,1.1500000000000001,0.5635681459803533,24.150000000000006,-6.336431854019647,SL,MomentumStrategy,0,newyork
SELL,14278,14283,1.15744644306759,1.1574503571428572,0.86,-0.33661047298183533,18.060000000000002,-5.4966104729818355,SL,MomentumStrategy,1,newyork
BUY,15147,15157,1.1545814563398975,1.1545742857142858,1.1500000000000001,-0.8246219453489357,24.150000000000006,-7.724621945348936,SL,MomentumStrategy,0,london
BUY,15202,15208,1.1550231701246882,1.1547014285714285,1.1500000000000001,-37.00027862486577,24.150000000000006,-43.90027862486577,SL,MomentumStrategy,0,london
BUY,15210,15216,1.1547139727720879,1.1547225,1.1400000000000001,0.9721039819936551,23.94,-5.867896018006346,SL,MomentumStrategy,0,london
SELL,15360,15362,1.1557255238324682,1.1560671428571427,1.1400000000000001,-38.94456881289932,23.94,-45.78456881289932,SL,MomentumStrategy,0,newyork
BUY,15367,15376,1.1560269999879929,1.1558585714285714,1.1400000000000001,-19.200855774045515,23.94,-26.040855774045514,SL,MomentumStrategy,0,newyork
SELL,15384,15386,1.1559971525128112,1.1564989285714287,1.1300000000000001,-56.70069462377226,23.730000000000004,-63.48069462377226,SL,MomentumStrategy,0,newyork
SELL,15411,15422,1.1552707692874504,1.1548367857142856,0.84,36.454620145844885,17.64,31.414620145844886,SL,MomentumStrategy,1,newyork
BUY,15433,15440,1.1539671425960096,1.1538028571428571,0.85,-13.96426351796265,17.85,-19.06426351796265,SL,MomentumStrategy,1,newyork
SELL,15476,15485,1.1547262000044227,1.1532400000000003,0.84,124.84080037148627,17.64,119.80080037148626,TP,MomentumStrategy,1,newyork
BUY,15756,15764,1.1523064524035982,1.1520350000000001,0.86,-23.344906709432234,18.060000000000002,-28.504906709432234,SL,MomentumStrategy,1,newyork
SELL,16531,16550,1.149273394987805,1.1480889285714286,0.85,100.67964539198226,17.85,95.57964539198227,SL,MomentumStrategy,1,london
BUY,16986,17002,1.147150772652403,1.148045357142857,0.86,76.93426617904287,18.060000000000002,71.77426617904287,SL,MomentumStrategy,1,newyork
BUY,17814,17822,1.1448683870437988,1.1448271428571428,1.85,-7.630174531353395,38.85,-18.7301745313534,SL,MeanReversionStrategy,0,asian
BUY,17962,17965,1.1427055491421794,1.1425053571428574,0.87,-17.4167039410118,18.27,-22.6367039410118,SL,MomentumStrategy,1,london
SELL,17969,17977,1.1426578545142831,1.1426239285714286,1.1500000000000001,3.9014834282746773,24.150000000000006,-2.998516571725323,SL,MomentumStrategy,0,london
BUY,17978,17985,1.1428388183813236,1.1429792857142858,1.1500000000000001,16.153743290645565,24.150000000000006,9.253743290645565,SL,MomentumStrategy,0,london
SELL,17990,17997,1.1432492661059601,1.1434264285714286,1.1500000000000001,-20.373683528878143,24.150000000000006,-27.273683528878145,SL,MomentumStrategy,0,london
SELL,17999,17999,1.1431522280667352,1.14317,1.1500000000000001,-2.043772325451832,24.150000000000006,-8.943772325451832,EOD,MomentumStrategy,0,london
