direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
SELL,1079,1088,1.180873028660077,1.1809635714285716,1.25,-11.31784606181463,26.25,-18.817846061814627,SL,MomentumStrategy,0,newyork
SELL,1225,1255,1.1791137494622388,1.1775899999999997,1.25,190.46868277988736,26.25,182.96868277988736,TP,MomentumStrategy,0,newyork
SELL,2700,2727,1.1821612485340816,1.1817525,1.27,51.91106382835953,26.67,44.29106382835953,SL,MomentumStrategy,0,newyork
SELL,7926,7933,1.1595738394630923,1.1598246428571428,0.96,-24.077125828846135,20.159999999999997,-29.837125828846133,SL,MomentumStrategy,1,london
SELL,7938,7941,1.1597581764392917,1.1601114285714287,0.9500000000000001,-33.55895255301444,19.950000000000003,-39.258952553014446,SL,MomentumStrategy,1,london
SELL,9589,9596,1.1562711650256288,1.1565360714285715,0.8,-21.192512235419514,16.8,-25.992512235419515,SL,MomentumStrategy,1,newyork
SELL,12631,12640,1.1636803910216147,1.164023214285714,0.9500000000000001,-32.568210089443106,19.950000000000003,-38.26821008944311,SL,MomentumStrategy,1,newyork
SELL,13957,13959,1.1600406530583685,1.160332142857143,0.9400000000000001,-27.400041084800097,19.740000000000002,-33.040041084800094,SL,MomentumStrategy,1,newyork
BUY,15168,15175,1.1547560960909844,1.1547225,0.9400000000000001,-3.158032552524226,19.740000000000002,-8.798032552524226,SL,MomentumStrategy,1,london
BUY,15182,15189,1.154506489860972,1.1544935714285716,1.25,-1.6148040500596483,26.25,-9.114804050059648,SL,MomentumStrategy,0,london
BUY,15716,15723,1.1522859318987404,1.1520350000000001,0.9400000000000001,-23.587598481584315,19.740000000000002,-29.227598481584316,SL,MomentumStrategy,1,newyork
BUY,17773,17781,1.1448802677644052,1.1448271428571428,2.0,-10.624981452478366,42.0,-22.624981452478366,SL,MeanReversionStrategy,0,asian
SELL,17941,17946,1.1429336732015158,1.1432103571428571,1.25,-34.58549266766031,26.25,-42.08549266766031,SL,MomentumStrategy,0,london
