direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
BUY,3102,3109,1.1585869713399228,1.1591921428571428,0.75,45.38786379149617,15.75,40.88786379149617,SL,MomentumStrategy,1,london
BUY,3966,3971,1.1519162505377611,1.151730357142857,0.75,-13.94200461781181,15.75,-18.44200461781181,SL,MomentumStrategy,1,london
BUY,3976,3986,1.1520387514659185,1.152684642857143,1.0,64.58913912243958,21.0,58.589139122439576,SL,MomentumStrategy,0,london
BUY,11531,11536,1.1746161605369076,1.1737167857142856,0.32,-28.779994323905104,6.72,-30.699994323905102,SL,MomentumStrategy,2,newyork
BUY,21899,21910,1.1760818235607082,1.1759674999999998,0.23,-2.6294418962931054,4.83,-4.009441896293105,SL,MomentumStrategy,2,newyork
BUY,23261,23272,1.1801988349743713,1.1820900000000003,1.0,189.1165025629027,21.0,183.1165025629027,TP,MomentumStrategy,0,london
