direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
BUY,463,469,1.171146971339923,1.171241720802162,0.28,2.6529849426912837,5.880000000000001,-1.1270150573087165,SL,MomentumStrategy,1,asian
BUY,479,484,1.1724187514659186,1.172558090929011,0.28,3.9015049665875883,5.880000000000001,0.12150496658758803,SL,MomentumStrategy,1,london
BUY,508,520,1.1735218235607083,1.1718761650256289,0.28,-46.07843898222531,5.880000000000001,-49.85843898222531,SL,MomentumStrategy,1,london
BUY,687,701,1.1719096089783854,1.1702856530583685,0.28,-45.47076576047183,5.880000000000001,-49.25076576047183,SL,MomentumStrategy,1,asian
SELL,798,811,1.1646639039090156,1.1642108937699875,0.14,6.342141946393377,2.9400000000000004,4.452141946393377,SL,MomentumStrategy,2,london
SELL,821,832,1.1630940681012598,1.1647052677644054,0.2,-32.22399326291203,4.2,-34.923993262912035,SL,MomentumStrategy,2,newyork
SELL,844,846,1.1614036732015158,1.1629899418825345,0.2,-31.725373620372643,4.2,-34.425373620372646,SL,MomentumStrategy,2,newyork
BUY,2008,2040,1.175347494221889,1.1737127529259699,0.28,-45.7727562857384,5.880000000000001,-49.552756285738404,SL,MomentumStrategy,1,newyork
BUY,2127,2137,1.176936022031102,1.1770135587469084,0.28,2.1710280425777384,5.880000000000001,-1.6089719574222618,SL,MomentumStrategy,1,asian
BUY,2156,2192,1.177745471522834,1.1772,0.28,-15.273202639349394,5.880000000000001,-19.053202639349394,TIME,MomentumStrategy,1,asian
BUY,2472,2477,1.1711953249379838,1.1712360339753922,0.28,1.1398530474346913,5.880000000000001,-2.640146952565309,SL,MomentumStrategy,1,asian
BUY,2485,2500,1.1714899069697495,1.1698629874741742,0.28,-45.55374587611017,5.880000000000001,-49.33374587611017,SL,MomentumStrategy,1,asian
BUY,2579,2615,1.1716027739749908,1.17071,0.12,-10.71328769989055,2.5199999999999996,-12.333287699890551,TIME,MomentumStrategy,2,newyork
BUY,2867,2915,1.1726628606536103,1.1737,0.04,4.14855738555886,0.84,3.6085573855588597,TIME,MomentumStrategy,2,newyork
BUY,3200,3224,1.1734918297272556,1.1736466924350868,0.27,4.181293111441331,5.670000000000001,0.5362931114413305,SL,MomentumStrategy,1,newyork
BUY,3334,3357,1.1736298358188417,1.1720076252816827,0.27,-43.79968450329441,5.670000000000001,-47.444684503294404,SL,MomentumStrategy,1,asian
BUY,3382,3411,1.1743751863015683,1.1752196435863365,0.27,22.800346688739204,5.670000000000001,19.155346688739204,SL,MomentumStrategy,1,london
BUY,3419,3440,1.1760114865893347,1.176165675184762,0.27,4.16309207653609,5.670000000000001,0.5180920765360897,SL,MomentumStrategy,1,newyork
BUY,3447,3475,1.176363655788199,1.1765382290693385,0.27,4.713478590768316,5.670000000000001,1.0684785907683159,SL,MomentumStrategy,1,newyork
BUY,3595,3617,1.1771526020315637,1.1776185297667876,0.27,12.580048851045689,5.670000000000001,8.93504885104569,SL,MomentumStrategy,1,asian
BUY,3645,3673,1.1787259259876182,1.1790469146549847,0.27,8.66669401889597,5.670000000000001,5.02169401889597,SL,MomentumStrategy,1,london
BUY,3680,3690,1.180693867607263,1.180874139015452,0.27,4.867328021105788,5.670000000000001,1.2223280211057874,SL,MomentumStrategy,1,newyork
BUY,3702,3714,1.180837291219183,1.1810388963054004,0.27,5.443337327871722,5.670000000000001,1.7983373278717218,SL,MomentumStrategy,1,newyork
BUY,3734,3748,1.1820494693981802,1.1849600000000002,0.27,78.58432624914013,5.670000000000001,74.93932624914012,TP,MomentumStrategy,1,newyork
BUY,3754,3775,1.1844589895988462,1.18738,0.28,81.78829123230892,5.880000000000001,78.00829123230892,TP,MomentumStrategy,1,newyork
BUY,3781,3821,1.1871866395443182,1.1855949499285294,0.28,-44.56730924208686,5.880000000000001,-48.34730924208686,SL,MomentumStrategy,1,newyork
BUY,4030,4050,1.1858788986801554,1.1842582157777866,0.28,-45.37912126632726,5.880000000000001,-49.15912126632726,SL,MomentumStrategy,1,newyork
BUY,4062,4073,1.1850432416089485,1.18795,0.28,81.38923494944451,5.880000000000001,77.60923494944451,TP,MomentumStrategy,1,newyork
BUY,4244,4269,1.1827035090483558,1.1830945246484614,0.2,7.8203120021136385,4.2,5.120312002113638,SL,MomentumStrategy,2,london
BUY,4276,4286,1.1837483488911025,1.1821131672706142,0.28,-45.78508537367121,5.880000000000001,-49.56508537367121,SL,MomentumStrategy,1,newyork
BUY,4430,4457,1.1790474017692623,1.1774095434497165,0.28,-45.86003294728159,5.880000000000001,-49.64003294728159,SL,MomentumStrategy,1,asian
BUY,4802,4811,1.17467355693241,1.1747961005925125,0.28,3.431222482868535,5.880000000000001,-0.3487775171314653,SL,MomentumStrategy,1,london
BUY,4819,4854,1.1759331701246882,1.1770440272279121,0.28,31.103998890269047,5.880000000000001,27.323998890269046,SL,MomentumStrategy,1,london
BUY,4861,4866,1.1778244761675318,1.177975976179539,0.28,4.242000336200036,5.880000000000001,0.46200033620003556,SL,MomentumStrategy,1,newyork
BUY,4875,4891,1.1783928474871888,1.1767557692874504,0.28,-45.838189592673835,5.880000000000001,-49.618189592673836,SL,MomentumStrategy,1,newyork
BUY,4931,4973,1.1790471425960096,1.1791712000044228,0.28,3.4736074355681272,5.880000000000001,-0.306392564431873,SL,MomentumStrategy,1,newyork
BUY,5025,5035,1.1807064524035982,1.180868394987805,0.28,4.534392357789407,5.880000000000001,0.7543923577894072,SL,MomentumStrategy,1,asian
BUY,5577,5599,1.174500772652403,1.1745478856086042,0.28,1.3191627736333091,5.880000000000001,-2.4608372263666913,SL,MomentumStrategy,1,asian
