direction,entry_bar,exit_bar,entry_price,exit_price,lots,gross_pnl,costs,net_pnl,exit_reason,strategy,regime,session
BUY,8684,8689,1.174636971339923,1.1737167857142856,0.31,-28.525754394757463,6.51,-30.385754394757463,SL,MomentumStrategy,2,newyork
BUY,19052,19063,1.1760462505377611,1.1759674999999998,0.23,-1.811262368509814,4.83,-3.191262368509814,SL,MomentumStrategy,2,newyork
BUY,20414,20425,1.1801787514659186,1.1820900000000003,1.0,191.12485340817554,21.0,185.12485340817554,TP,MomentumStrategy,0,london
